,K,I,KNN,GP
0.38461538461538464,"{0: 10.994435222575934, 1: 7.084760959397568, 2: 17.70467199930809, 3: 9.53033910749287, 4: 5.1499919934159735, 5: 13.141642566713353}","{0: 10.675817761322056, 1: 10.178127726001362, 2: 19.522310146476762, 3: 7.944767734104228, 4: 11.219839009295248, 5: 10.803286190466668}","{0: 11.499370239438706, 1: 11.221273445887025, 2: 19.410193511094622, 3: 8.214858649988264, 4: 10.191480720521698, 5: 11.047827498940105}","{0: 11.440568141988567, 1: 5.666911890997918, 2: 17.576131102799486, 3: 9.475693529073602, 4: 9.764596526593397, 5: 9.607322642397019}"
0.3873626373626374,"{0: 13.066086101114204, 1: 17.46458978221803, 2: 20.482782987942354, 3: 12.692034533310206, 4: 9.599855296476562, 5: 16.113915600409705}","{0: 9.573960507722223, 1: 17.80516180723158, 2: 22.00496273579652, 3: 11.937087905251214, 4: 8.370187889693824, 5: 17.31133606396721}","{0: 13.106563954644756, 1: 19.012043831710045, 2: 23.221895123323886, 3: 13.877226194743725, 4: 7.873319545483389, 5: 17.465260570276644}","{0: 11.024404092766877, 1: 17.34140031938924, 2: 20.31814690151878, 3: 13.853804340130845, 4: 9.14154016337022, 5: 20.05369247816956}"
0.3901098901098901,"{0: 29.0656614116376, 1: 33.789578603202585, 2: 34.67912834156018, 3: 24.631805244415755, 4: 25.494081215595436, 5: 35.373786511117}","{0: 22.041077494721083, 1: 29.044502114097707, 2: 36.23202192729937, 3: 19.34879571081897, 4: 19.845145298403658, 5: 29.968411487108813}","{0: 25.233677404351972, 1: 33.11342381292288, 2: 38.43444116089738, 3: 24.894301941660974, 4: 18.83094129887906, 5: 32.09520027688887}","{0: 24.43160720065563, 1: 38.50500564724785, 2: 28.55659749468071, 3: 23.248189826723976, 4: 22.10099060549716, 5: 39.01281693469627}"
0.3928571428571429,"{0: 13.570588205475527, 1: 26.92849883007318, 2: 5.088391778386152, 3: 13.621066667756828, 4: 14.60776599666183, 5: 20.647785632610727}","{0: 15.57162408392112, 1: 18.7503198678221, 2: 10.677979373630471, 3: 11.956556459225954, 4: 16.27946123742785, 5: 11.43664753106683}","{0: 12.560995444590802, 1: 16.839510885540168, 2: 8.539707245450337, 3: 12.545908341001988, 4: 19.68961740388093, 5: 16.8078223333514}","{0: 18.25775216294585, 1: 32.688583809129725, 2: 6.003020940737549, 3: 16.0518462218746, 4: 19.6921083016646, 5: 26.20219696161879}"
0.3956043956043956,"{0: 6.159910455032721, 1: 6.451121311933361, 2: 4.657561407966897, 3: 6.407389433112841, 4: 6.290136260386906, 5: 11.863957403556174}","{0: 9.44745679686406, 1: 8.857036433643636, 2: 3.8511940000410974, 3: 6.798878528050379, 4: 6.0457209373731615, 5: 10.434121498776413}","{0: 7.192069857303103, 1: 8.997017647137538, 2: 4.5763750728903725, 3: 8.640430390731305, 4: 5.965669337708622, 5: 10.417773172098082}","{0: 8.063945324247031, 1: 6.4960720793092515, 2: 2.311110692257421, 3: 6.850239089520721, 4: 5.555838532296289, 5: 11.007148210621242}"
0.3983516483516483,"{0: 16.832403691358614, 1: 24.420210702335755, 2: 19.80826372320105, 3: 16.41384455609925, 4: 15.06891273279294, 5: 24.00537465440438}","{0: 13.018028951886825, 1: 20.390418053967593, 2: 17.348859443052763, 3: 14.691178142853133, 4: 13.602955104552956, 5: 20.15539105036101}","{0: 15.525082891699173, 1: 20.730469838550473, 2: 20.37728851123117, 3: 14.24548856184456, 4: 13.774006973193703, 5: 20.181655814725293}","{0: 17.3311268437517, 1: 22.447865059754523, 2: 19.753711259687545, 3: 15.43945553432977, 4: 16.54190339735972, 5: 25.947577830694637}"
0.4010989010989011,"{0: 10.062994816762089, 1: 8.324595179575786, 2: 11.771373518242823, 3: 7.057004445141698, 4: 4.698384015333474, 5: 11.363532779836303}","{0: 8.379440096270551, 1: 6.9413200279361345, 2: 11.830596143731107, 3: 6.008647602596695, 4: 4.533424208213598, 5: 9.220854375045555}","{0: 9.306844684412997, 1: 6.453228990590132, 2: 13.509868876393, 3: 6.124129849172402, 4: 5.3784706321934905, 5: 7.8027213919661795}","{0: 9.427301610883136, 1: 9.229014895061255, 2: 10.875530094614007, 3: 6.15412243819862, 4: 5.77421616757712, 5: 10.766754388168554}"
0.40384615384615385,"{0: 10.550626793330801, 1: 13.707481356068332, 2: 11.057647688587746, 3: 6.440269839353419, 4: 10.153380211850777, 5: 8.639981618348697}","{0: 16.196524736943992, 1: 11.297572868194353, 2: 18.71682895555919, 3: 6.141345408385686, 4: 11.425542870868354, 5: 15.660520446037113}","{0: 14.506083532635317, 1: 11.032860212344145, 2: 16.531288219641606, 3: 9.091875478529074, 4: 12.348565050888544, 5: 13.508498220637064}","{0: 13.403036216303258, 1: 20.57819053932957, 2: 10.586383888044057, 3: 8.014125705823718, 4: 9.69924755038945, 5: 10.393813490668878}"
0.4065934065934066,"{0: 14.637605284537583, 1: 27.569033965569737, 2: 23.056717719657048, 3: 13.502003352011663, 4: 14.178993498717023, 5: 24.08284868526941}","{0: 15.265786612317967, 1: 29.515811882047846, 2: 17.117658218253084, 3: 14.128886106311684, 4: 12.756695342755574, 5: 22.707767908436256}","{0: 16.649243274895788, 1: 30.013438239229714, 2: 19.51153223761332, 3: 15.747009443195713, 4: 13.576690194385355, 5: 21.90177386304296}","{0: 23.49564068949786, 1: 22.074175267592885, 2: 18.030642400068118, 3: 16.328366154388704, 4: 15.455173153200931, 5: 17.631057945719775}"
0.4093406593406593,"{0: 4.66657789940624, 1: 12.82008316977897, 2: 9.239180152913102, 3: 14.064783417540704, 4: 14.546961221572728, 5: 12.572382238225595}","{0: 5.608276023049663, 1: 14.132606801062444, 2: 8.092491611431516, 3: 14.164906436407582, 4: 14.956295685698585, 5: 9.615601823589257}","{0: 4.6017278271860915, 1: 13.687441399426195, 2: 10.482477177971328, 3: 12.495053462194683, 4: 13.413251257945966, 5: 10.1352995240229}","{0: 3.885858309073047, 1: 14.794636976803904, 2: 10.674296231015289, 3: 11.539433658658805, 4: 14.158246851480373, 5: 14.512569219737534}"
0.4120879120879121,"{0: 8.59990174581526, 1: 14.747744648333484, 2: 9.134771021648309, 3: 9.517776531657596, 4: 12.435139544736682, 5: 14.404760878297163}","{0: 8.356296435643413, 1: 15.29479352614351, 2: 11.837860082943036, 3: 9.121845440583037, 4: 12.560494573284082, 5: 13.052056756385507}","{0: 7.584356147834476, 1: 13.39206172814147, 2: 12.279650876591715, 3: 9.527650760080043, 4: 12.653641281718174, 5: 11.958328900343274}","{0: 5.818354258985857, 1: 14.13622295418785, 2: 9.812470080849485, 3: 9.005804743316794, 4: 12.752631694808164, 5: 12.893466648537801}"
0.4148351648351649,"{0: 6.8812542926933595, 1: 9.39318390276971, 2: 8.80765028266898, 3: 7.0346108663946945, 4: 11.768679933080445, 5: 4.4998228786459435}","{0: 6.420359573807623, 1: 6.369296502845425, 2: 12.336718719873373, 3: 11.965613971299867, 4: 13.470805847569622, 5: 7.27326751791098}","{0: 6.155199599425144, 1: 4.4616680294146125, 2: 12.83462907962063, 3: 3.8527582173794914, 4: 12.6648063622005, 5: 7.538877961651591}","{0: 11.113008774884324, 1: 11.988421044587293, 2: 10.843374638936087, 3: 9.521963834001188, 4: 12.054673827172474, 5: 6.08854877118676}"
0.4175824175824176,"{0: 1.6565442450665397, 1: 2.2449870255407594, 2: 4.345795298529129, 3: 2.430336139444523, 4: 5.451682282471526, 5: 1.9499226791348656}","{0: 2.479940923822015, 1: 2.305962971280377, 2: 4.628478126374393, 3: 4.189703002667739, 4: 5.693491276437659, 5: 2.134153889519944}","{0: 1.7901133334400643, 1: 2.531754819493572, 2: 5.1639868516939815, 3: 3.223374211109459, 4: 5.109070071691496, 5: 2.055082867274055}","{0: 1.9954135316359625, 1: 2.5770290338944126, 2: 4.400399106307652, 3: 2.4719485927570335, 4: 5.918465666420326, 5: 2.119649650628687}"
0.4203296703296704,"{0: 15.532985171067999, 1: 20.933890722626323, 2: 21.661728817340453, 3: 17.28115631789822, 4: 15.714942625573789, 5: 23.03375057366821}","{0: 16.016744947408064, 1: 19.66060206235254, 2: 17.998786467061223, 3: 14.16974732937116, 4: 14.00046300392256, 5: 18.168657088270784}","{0: 17.278389157966863, 1: 21.74730905533414, 2: 19.776682688721152, 3: 14.927854513695806, 4: 13.542260384251742, 5: 19.065530734571013}","{0: 12.015650725260043, 1: 20.00745350782435, 2: 20.248270355489108, 3: 17.75150200607681, 4: 15.890767367703322, 5: 24.27399734791147}"
0.4230769230769231,"{0: 13.89977843683782, 1: 21.557494638113774, 2: 16.97666278696595, 3: 15.13172768665406, 4: 15.441771271511795, 5: 17.395645559890923}","{0: 14.399697705807732, 1: 19.46261393349504, 2: 18.881979992062487, 3: 14.238099125934482, 4: 14.789813182822567, 5: 15.040436410230331}","{0: 14.536081336469659, 1: 21.23956694662622, 2: 19.875753781204114, 3: 16.098069487849145, 4: 14.154605069089188, 5: 15.258182322384824}","{0: 16.705444779918462, 1: 18.884493733561765, 2: 13.851792816693044, 3: 15.9631265321344, 4: 17.893186790345407, 5: 19.6075416078382}"
0.4258241758241758,"{0: 44.86396446613597, 1: 58.27295988880025, 2: 40.02165973295461, 3: 35.03407869618256, 4: 48.45802477654203, 5: 57.26903153547596}","{0: 39.33737266712462, 1: 46.54088455507936, 2: 43.21960493411806, 3: 37.06717666638066, 4: 49.27814852097368, 5: 49.77574524103828}","{0: 43.494324190498396, 1: 48.0272955791241, 2: 44.98304588064744, 3: 33.115203314541866, 4: 45.41296926074918, 5: 50.914747353686955}","{0: 46.13219358536164, 1: 56.653385539111795, 2: 42.67513457984321, 3: 42.58507784637066, 4: 52.305088578283645, 5: 54.118518551963305}"
0.42857142857142855,"{0: 11.7862235686267, 1: 13.893565524279637, 2: 3.352532553010717, 3: 12.397385791730999, 4: 10.704723027804821, 5: 4.508416989689889}","{0: 14.764849005871712, 1: 13.248894272081808, 2: 8.033580087905912, 3: 7.044480996657276, 4: 11.990591744051859, 5: 8.027290160574104}","{0: 13.197914942512321, 1: 9.429102240400754, 2: 7.365926356622307, 3: 7.136312021436339, 4: 13.408318532994008, 5: 6.969568083724751}","{0: 14.845326431995998, 1: 18.955034112908347, 2: 7.640028981042934, 3: 14.639413884933449, 4: 12.059125078520863, 5: 9.789301607227786}"
0.4313186813186813,"{0: 5.035429691132746, 1: 9.873065523640236, 2: 6.770279766778726, 3: 8.018220176063348, 4: 13.250611510949264, 5: 12.01382038604355}","{0: 7.4431438872707725, 1: 11.170573816952816, 2: 6.776250013066226, 3: 7.966875701173015, 4: 12.450135023522096, 5: 10.115218701842938}","{0: 6.405267035787246, 1: 13.428246573163907, 2: 7.509493594409516, 3: 11.291515468867308, 4: 12.50212751308544, 5: 10.982946209532269}","{0: 5.136222961816361, 1: 7.187937581272661, 2: 7.661358711318649, 3: 8.925309363018979, 4: 12.864059873658377, 5: 7.044873121655808}"
0.4340659340659341,"{0: 13.45810762060992, 1: 14.407747012002112, 2: 16.06306705704103, 3: 14.929197093569698, 4: 16.853936200512667, 5: 14.335697586784596}","{0: 14.039894534949488, 1: 14.880398749014816, 2: 14.082310563045338, 3: 14.338994026494005, 4: 17.618953657807808, 5: 9.51509776143565}","{0: 14.920776305483118, 1: 16.2884357063532, 2: 15.01829503159491, 3: 14.90541396194289, 4: 16.897960304240886, 5: 12.611434453388398}","{0: 11.001450022844379, 1: 15.476050221146128, 2: 16.420787724406683, 3: 11.775937965078716, 4: 16.18943377000361, 5: 13.589665027169811}"
0.4368131868131868,"{0: 21.513464557181603, 1: 30.256087755713562, 2: 30.65318309385854, 3: 23.510790792865592, 4: 14.510839383625013, 5: 35.404177715158184}","{0: 20.9004813798847, 1: 30.45143859853582, 2: 32.41136714484748, 3: 20.69647237314246, 4: 12.37796187426866, 5: 33.7558480745908}","{0: 20.962774517567745, 1: 32.99114496730669, 2: 34.10359408636478, 3: 19.236186663825606, 4: 17.23677890767877, 5: 30.778173847101648}","{0: 23.04054340180436, 1: 40.031992687357196, 2: 31.61870556652422, 3: 26.465687193318118, 4: 17.741773188205833, 5: 40.53958649434215}"
0.4395604395604396,"{0: 41.72877926532822, 1: 21.312859291591177, 2: 31.540839912829096, 3: 21.241451610215154, 4: 30.909907194956432, 5: 64.80905190825223}","{0: 45.33465390592914, 1: 35.00461110521116, 2: 36.40689905737845, 3: 23.455373169260042, 4: 45.48664360586522, 5: 59.3040535373653}","{0: 45.12316932425736, 1: 34.837093285698266, 2: 38.74655666224648, 3: 25.225608158402277, 4: 38.903960526849936, 5: 60.804382641217494}","{0: 49.12332470079458, 1: 32.23732690488732, 2: 23.37392666533841, 3: 25.155525789975155, 4: 34.39723214437259, 5: 65.47210181375789}"
0.4423076923076923,"{0: 50.42800529823981, 1: 47.05059071318233, 2: 31.51593808693361, 3: 45.9345144057926, 4: 62.428994082531375, 5: 65.1894655861668}","{0: 56.81771918342874, 1: 48.075726000179806, 2: 14.894676960775817, 3: 47.02526669554605, 4: 69.65225888982981, 5: 53.3693933658731}","{0: 45.348777824783625, 1: 25.635102420726664, 2: 17.715368190989516, 3: 27.162271492085353, 4: 62.41132066750933, 5: 51.92818871099492}","{0: 51.637827370686246, 1: 48.19015671908558, 2: 27.968904889198868, 3: 40.84807689564568, 4: 60.33330358289991, 5: 71.44480741917734}"
0.445054945054945,"{0: 27.292585693248636, 1: 41.26952202539573, 2: 13.6527546181028, 3: 34.39330813861501, 4: 48.688563731684255, 5: 66.1058730964719}","{0: 31.069095080826106, 1: 35.92601470492858, 2: 14.082391803757314, 3: 40.61740907642946, 4: 61.698258861503284, 5: 65.13272855307284}","{0: 23.86517114112068, 1: 29.525764416699158, 2: 14.365946709688979, 3: 29.689667463840188, 4: 54.18209064565116, 5: 60.30354447204732}","{0: 28.785606183565466, 1: 56.450064147459365, 2: 16.275540588346647, 3: 35.28068609835377, 4: 49.53915301185483, 5: 71.09846686688134}"
0.4478021978021978,"{0: 32.813006316246124, 1: 29.3349753951186, 2: 36.185503730117915, 3: 30.46097592396487, 4: 41.41019562013488, 5: 62.15742524300228}","{0: 33.9973183219348, 1: 34.7215163409463, 2: 38.62874474608651, 3: 45.93672381518071, 4: 52.1894214145713, 5: 73.82047249475603}","{0: 28.781738225095648, 1: 30.22604322613161, 2: 44.40082541796789, 3: 37.59582663322943, 4: 39.290583509757255, 5: 65.19191513132354}","{0: 32.63041139789437, 1: 29.525529876488914, 2: 36.17107446405049, 3: 30.314591880324272, 4: 41.26147699654089, 5: 62.22093314782943}"
0.4505494505494506,"{0: 7.810005689751324, 1: 6.513081549731086, 2: 7.0741038550662685, 3: 5.049050678052385, 4: 9.895874087396503, 5: 5.811870458914093}","{0: 8.71694826042238, 1: 5.777378096848285, 2: 7.198525807646604, 3: 8.41640786228729, 4: 9.339184328444588, 5: 4.614457089222929}","{0: 8.514926530621265, 1: 6.667494128961163, 2: 7.727944702116523, 3: 8.682146373730959, 4: 10.152660680028678, 5: 6.46915736394179}","{0: 7.551068851150828, 1: 5.671482353583594, 2: 8.070380492600544, 3: 5.511642910764654, 4: 10.242250924506266, 5: 7.411396065278986}"
0.4532967032967033,"{0: 5.764381530252856, 1: 6.424817292327592, 2: 3.4690174692906863, 3: 4.060713855129598, 4: 5.115049737022339, 5: 6.092888979111369}","{0: 8.190542548859867, 1: 9.079096713681858, 2: 3.6399870568954857, 3: 4.001124985966712, 4: 5.500600359427608, 5: 4.140735844277795}","{0: 6.874567310515759, 1: 8.667468042687945, 2: 3.72366800023049, 3: 4.680081562142731, 4: 5.141895927521084, 5: 5.632820675550854}","{0: 6.363653377199705, 1: 6.644556404573026, 2: 5.560492597532104, 3: 2.7734700685825806, 4: 5.383838949289478, 5: 6.503450778764274}"
0.456043956043956,"{0: 20.8271959445604, 1: 17.52491928762217, 2: 20.792011068850087, 3: 19.61081959395236, 4: 16.754183036267417, 5: 18.981440908827995}","{0: 21.945119566404955, 1: 14.857370881546842, 2: 18.84922206092754, 3: 20.665362749769866, 4: 17.23043174117685, 5: 15.760919011765782}","{0: 23.33677133678423, 1: 20.988731610688333, 2: 20.149252668952485, 3: 19.676082431498987, 4: 14.962336234440384, 5: 18.786419894409388}","{0: 18.453556068102554, 1: 20.24369152381202, 2: 20.880193076441962, 3: 18.485143679986912, 4: 15.772978673183857, 5: 22.097049311332583}"
0.4587912087912088,"{0: 24.260686282117746, 1: 30.75724173471222, 2: 32.512287963120116, 3: 20.24298633926809, 4: 17.521827794585544, 5: 44.5210970137369}","{0: 29.14118782404244, 1: 31.619226519496944, 2: 34.506436390990714, 3: 35.381016145785075, 4: 28.859537236432704, 5: 44.27411306578671}","{0: 34.82070521796126, 1: 38.3776076119716, 2: 37.295862890867134, 3: 32.35271018912487, 4: 26.825339497520385, 5: 46.62594456558435}","{0: 29.719224565322342, 1: 39.3059774836105, 2: 36.68135896213614, 3: 31.31953049134586, 4: 26.760808900673567, 5: 47.525695795771185}"
0.4615384615384616,"{0: 9.187894640078948, 1: 11.439062185420516, 2: 39.319525419447416, 3: 11.185696276501739, 4: 11.545373055090515, 5: 9.46117857968876}","{0: 10.807934721110305, 1: 14.00650854442128, 2: 39.58371233552315, 3: 32.268071367154306, 4: 11.876283566671272, 5: 11.86566303702006}","{0: 14.20513776130791, 1: 22.650958342270663, 2: 40.15043136167096, 3: 22.139415863548955, 4: 11.330390217906864, 5: 19.700397656314074}","{0: 9.163375131139265, 1: 12.449075002102669, 2: 39.103065498903526, 3: 12.357075162997605, 4: 11.482119713231796, 5: 10.704136970557109}"
0.4642857142857143,"{0: 27.921409330349384, 1: 45.677776029664145, 2: 28.744001443212973, 3: 33.016226807741035, 4: 39.1565012367548, 5: 37.99269977513871}","{0: 25.648902532776162, 1: 39.10465275870573, 2: 26.451363995091388, 3: 29.438004998242818, 4: 37.36505991959096, 5: 33.821341067398166}","{0: 29.059229671159038, 1: 43.150807206441876, 2: 30.36216936942869, 3: 31.661994741829076, 4: 35.927049463447176, 5: 36.73369223882645}","{0: 26.236433687113408, 1: 49.927017862415425, 2: 27.526967480038227, 3: 32.79152044442158, 4: 37.88692404525223, 5: 44.38119226295226}"
0.46703296703296704,"{0: 69.88697987656558, 1: 106.68486425425942, 2: 60.04440324542698, 3: 74.26849413257206, 4: 85.0836084105581, 5: 98.23777983881843}","{0: 61.51027974147272, 1: 83.91925164332352, 2: 48.118510093106515, 3: 68.8127427183575, 4: 81.26682218538241, 5: 77.73181716169104}","{0: 71.27380464009879, 1: 88.94863819170077, 2: 58.84537529890049, 3: 65.27131874273276, 4: 77.37797991380066, 5: 86.80559628497379}","{0: 64.12479561396898, 1: 112.11764110129205, 2: 55.55364215426337, 3: 78.10433215781988, 4: 89.47979685038317, 5: 113.12903984849274}"
0.4697802197802198,"{0: 48.83102371257131, 1: 60.33086755946365, 2: 22.53116273243728, 3: 25.59066059556486, 4: 55.47458988183079, 5: 42.15545532462104}","{0: 48.00758218924209, 1: 51.68722233216864, 2: 17.74169916020899, 3: 25.004433839004236, 4: 53.08347682907274, 5: 36.975761737616125}","{0: 41.905213522254826, 1: 53.937202996343856, 2: 24.61714840450595, 3: 21.09912480208739, 4: 59.34955389807104, 5: 33.23260374014511}","{0: 45.47191548975918, 1: 45.87321513225106, 2: 24.92701065054566, 3: 26.58006497580439, 4: 54.76776131801598, 5: 33.5930844331821}"
0.4725274725274725,"{0: 46.18028882748208, 1: 30.95433955554484, 2: 55.30823115986327, 3: 29.16744431274449, 4: 64.98955420908499, 5: 32.940326742068066}","{0: 53.832830770853306, 1: 42.95208080753966, 2: 50.36446517474737, 3: 44.82577764439771, 4: 68.73091024146433, 5: 42.46573974618774}","{0: 47.15400361172087, 1: 41.757160062486825, 2: 55.446318863021375, 3: 32.91669231656777, 4: 69.33970409055453, 5: 40.77074498439362}","{0: 51.201022394015496, 1: 48.90213313764121, 2: 55.91091259834752, 3: 32.7920881241551, 4: 64.93076260196456, 5: 33.325920172632536}"
0.4752747252747253,"{0: 11.942033232885763, 1: 6.952771985645514, 2: 17.49119791892433, 3: 9.831507644211245, 4: 15.390015332278757, 5: 9.018757834649781}","{0: 11.408754313539175, 1: 7.052703603829774, 2: 17.48958686286351, 3: 10.887901408045591, 4: 17.254789696591097, 5: 12.039935638355034}","{0: 12.7819493838277, 1: 5.674920526246418, 2: 17.62350748192858, 3: 9.352662888224208, 4: 14.734242594355482, 5: 11.999526233620717}","{0: 11.86325571825395, 1: 7.690451601046343, 2: 17.516102898195633, 3: 9.075978782575591, 4: 15.389029274501873, 5: 9.315157062449998}"
0.4780219780219781,"{0: 16.598289675013937, 1: 11.682189403786287, 2: 8.243191651160906, 3: 17.039077858500573, 4: 19.194205854209127, 5: 8.570996184780505}","{0: 18.840997961893596, 1: 10.141004431277345, 2: 10.08996388240453, 3: 16.442388103685243, 4: 19.13356524221887, 5: 10.009491553708651}","{0: 17.96580690227542, 1: 10.36144239002182, 2: 13.71808899319667, 3: 13.338162748491952, 4: 18.634286342789952, 5: 10.04634623181252}","{0: 16.276218123256122, 1: 15.284854221054532, 2: 13.123874045730734, 3: 12.008708221993897, 4: 17.390213077324713, 5: 8.994771182429794}"
