,K,I,KNN,GP
0.6153846153846154,"{0: 6.99666295383306, 1: 20.345632461914615, 2: 7.471984648733126, 3: 7.107675084084566, 4: 8.784177463780319, 5: 12.52517029325062}","{0: 6.783110577744526, 1: 18.736502779319792, 2: 7.359136988158351, 3: 6.649940645878353, 4: 7.485076281876947, 5: 7.237120678875857}","{0: 6.499756581614299, 1: 23.868077127884522, 2: 8.900403389058674, 3: 6.9892098474617015, 4: 8.670264288840993, 5: 9.803374876769169}","{0: 8.729138577378551, 1: 20.243930246852823, 2: 9.108483291282054, 3: 6.106986611883181, 4: 8.101688040003403, 5: 14.999684581585717}"
0.6181318681318682,"{0: 2.9738422512528637, 1: 10.43542793267411, 2: 4.7988028889687095, 3: 4.05532518591176, 4: 4.011248988358015, 5: 6.638389921799195}","{0: 3.913201349439465, 1: 9.578462909807122, 2: 3.7635141248142574, 3: 3.3594048446528237, 4: 3.7919311067070147, 5: 5.567994152866874}","{0: 4.979184659724482, 1: 13.016788254403762, 2: 5.6200765607820475, 3: 4.425119305241295, 4: 6.854395446043492, 5: 5.260767485816675}","{0: 4.176847818955994, 1: 10.804315943757523, 2: 8.606726029020242, 3: 5.026262005863982, 4: 4.809237617858485, 5: 10.460597100934569}"
0.6208791208791209,"{0: 15.752113246482345, 1: 31.738298675105355, 2: 17.41020886698466, 3: 17.741288226529825, 4: 21.338892401776544, 5: 23.970609865198714}","{0: 18.40788105080429, 1: 31.41365217363676, 2: 12.227488392875587, 3: 16.826070316145092, 4: 18.41372902466804, 5: 19.76837574688325}","{0: 21.68278489691541, 1: 41.16301645995817, 2: 20.76339115102115, 3: 18.080494323611457, 4: 25.026236334984834, 5: 18.795666125496574}","{0: 15.933032778151045, 1: 40.13777341010118, 2: 16.758447247869142, 3: 18.92614429686412, 4: 26.23112265059629, 5: 33.30420625497758}"
0.6236263736263736,"{0: 39.75734750743943, 1: 89.32220297545727, 2: 33.00658974570383, 3: 50.50540221352748, 4: 61.00468419940062, 5: 56.18135729808111}","{0: 38.18720910579636, 1: 70.48575244551573, 2: 30.921101934355146, 3: 44.35077605544871, 4: 58.15112351327415, 5: 22.430935726591798}","{0: 45.258059444951016, 1: 85.75539857494812, 2: 44.45948410957483, 3: 44.67026409844495, 4: 77.16651637298251, 5: 32.61694092798807}","{0: 46.69335329847869, 1: 58.85566143107538, 2: 46.039704643233655, 3: 22.958831163141024, 4: 63.21189249276395, 5: 59.6438073173419}"
0.6263736263736264,"{0: 37.716596442533614, 1: 70.72769953840005, 2: 28.10638510986169, 3: 44.19179216816119, 4: 47.98928918957432, 5: 50.03812104865201}","{0: 36.09017047525089, 1: 62.601886299748095, 2: 23.034193913300157, 3: 38.27388226458293, 4: 45.63924875033545, 5: 26.699207505747268}","{0: 41.72308709246859, 1: 74.58445833902408, 2: 36.18057610810974, 3: 38.43233351979727, 4: 57.97034172653346, 5: 33.52238251069114}","{0: 29.65586339666284, 1: 52.19892270391693, 2: 43.101319047860294, 3: 19.423114220682887, 4: 50.883120564493005, 5: 38.91485762974704}"
0.6291208791208791,"{0: 3.498946119995516, 1: 7.714897967897694, 2: 2.8620106935164844, 3: 3.093868976525328, 4: 2.3144337979911134, 5: 4.755858765753289}","{0: 3.508816259665249, 1: 6.196841686404365, 2: 2.2558933502669336, 3: 2.743218155699251, 4: 2.0339919974278877, 5: 2.670550082541681}","{0: 4.357967770711322, 1: 9.698109420608887, 2: 3.0425353989449158, 3: 2.3478367074143027, 4: 3.5725727749910123, 5: 4.00333540321688}","{0: 4.728875364950525, 1: 7.952960355145675, 2: 5.674133513701677, 3: 2.3721061487409325, 4: 2.2114495528108966, 5: 7.260871392228286}"
0.6318681318681318,"{0: 20.676998743750044, 1: 53.8882141719875, 2: 17.899743391923725, 3: 21.512341973481593, 4: 29.41926824686406, 5: 32.237140296941845}","{0: 17.177449971455793, 1: 46.87348071648004, 2: 17.76266563560818, 3: 19.754149059057955, 4: 26.017637151455915, 5: 26.209925259127047}","{0: 21.480156110402195, 1: 53.509364755344954, 2: 27.363977577353175, 3: 22.44355121536529, 4: 32.524788139076406, 5: 32.571950406301674}","{0: 20.707441587410397, 1: 52.68907069081581, 2: 20.087237755776975, 3: 20.519887758964604, 4: 30.38402442596158, 5: 32.78212565052161}"
0.6346153846153846,"{0: 39.604178121509456, 1: 49.183235915331565, 2: 37.48598449994799, 3: 37.66854223876046, 4: 44.92889361514574, 5: 34.24580224904253}","{0: 35.19387022819119, 1: 40.42668940510252, 2: 34.07781239683673, 3: 33.61851408223489, 4: 43.74129036496337, 5: 25.223504036859868}","{0: 44.30199094940448, 1: 53.485263433955055, 2: 42.52539255261399, 3: 33.55848030543473, 4: 42.98408671644254, 5: 31.406310870344583}","{0: 32.44887594149592, 1: 44.28641764702877, 2: 36.85533559894365, 3: 26.927309358988577, 4: 32.38014148581434, 5: 30.56909752762985}"
0.6373626373626373,"{0: 35.20043629381569, 1: 59.559327286898835, 2: 30.594244188455736, 3: 30.684116992612417, 4: 33.39978063453966, 5: 43.21685847615506}","{0: 34.33633419344912, 1: 53.5957486328256, 2: 20.754842862027694, 3: 31.676355706088586, 4: 28.53283391378214, 5: 18.497315952045742}","{0: 48.21704162850965, 1: 60.72938978881712, 2: 27.6487849707117, 3: 30.37766079908424, 4: 39.01603985986286, 5: 27.462875217835425}","{0: 39.63998787193493, 1: 66.05071917057819, 2: 35.21920026123566, 3: 32.4027248450334, 4: 27.12998834120187, 5: 46.1147783783436}"
0.6401098901098901,"{0: 5.852163041153131, 1: 8.277964787075277, 2: 8.216396201439686, 3: 5.204563488556386, 4: 5.590687040940864, 5: 4.372697331408836}","{0: 5.977055409385148, 1: 8.111708124063366, 2: 6.240600166465822, 3: 4.646321896779397, 4: 4.95276694260409, 5: 2.905781100247547}","{0: 7.731812063052938, 1: 9.742759847888776, 2: 7.818251493681002, 3: 3.9979765972836794, 4: 6.906214957641578, 5: 3.4014127359250588}","{0: 6.173613203679335, 1: 9.328390998695365, 2: 9.800945218962942, 3: 5.8815883232570565, 4: 5.290507548879691, 5: 6.825925611154815}"
0.6428571428571429,"{0: 7.330344923559719, 1: 10.769538155995885, 2: 7.876997118406891, 3: 7.8802397205954575, 4: 6.46138458812374, 5: 7.990814402424355}","{0: 7.957786649602163, 1: 10.47546742070708, 2: 5.397644354850567, 3: 7.42661316922121, 4: 5.5907512578684475, 5: 6.178526033716266}","{0: 8.969383584201733, 1: 11.155001781054116, 2: 8.022856942708843, 3: 8.862607632249658, 4: 6.813381271575214, 5: 7.581980892491451}","{0: 8.245738436110816, 1: 13.455328624606086, 2: 8.076759000633677, 3: 8.110874641084761, 4: 6.096576287600814, 5: 9.839723540794003}"
0.6456043956043956,"{0: 36.4253123895354, 1: 80.04415379856076, 2: 41.863051849522435, 3: 43.574923714242395, 4: 50.74845933208879, 5: 52.06509920800787}","{0: 35.63273268439306, 1: 74.53048374345144, 2: 34.38056826175229, 3: 43.43938463733062, 4: 46.82232754526007, 5: 41.91620667996485}","{0: 40.39382620750478, 1: 87.96286215112532, 2: 50.399817705614176, 3: 52.67280548603284, 4: 53.98456080546252, 5: 48.22096716386069}","{0: 33.29655175629446, 1: 88.72186286038, 2: 45.99166501433843, 3: 44.81945898281216, 4: 49.91597851822243, 5: 62.77315501173873}"
0.6483516483516484,"{0: 64.38586068360719, 1: 83.61145465515082, 2: 65.50613821576832, 3: 38.79190103052226, 4: 52.13380517021193, 5: 47.21296679936942}","{0: 58.260413732470795, 1: 86.81406252317808, 2: 46.94638097957772, 3: 31.178697567497636, 4: 46.14410404648157, 5: 27.848218852663848}","{0: 72.53163743064509, 1: 97.87008827077518, 2: 54.978040808777436, 3: 41.9731075134911, 4: 48.79722796493286, 5: 33.17707037819415}","{0: 61.30211335721663, 1: 67.63373469163761, 2: 58.071681167795994, 3: 41.54409783511352, 4: 49.42000945036123, 5: 51.43560510722483}"
0.6510989010989011,"{0: 6.880083382433369, 1: 33.964195077754496, 2: 9.47926776263831, 3: 6.833646729449686, 4: 6.60466369743929, 5: 9.266995155339238}","{0: 7.087987411996875, 1: 31.699814583798105, 2: 7.129240814460111, 3: 6.191293505155568, 4: 5.89576233669316, 5: 3.0779849199228067}","{0: 6.677270874964711, 1: 52.18185654705856, 2: 9.003840986644516, 3: 4.577771451026684, 4: 10.068522275921817, 5: 4.886737566024612}","{0: 9.174660175097573, 1: 34.50819881301551, 2: 28.05979578620631, 3: 7.3503676627191465, 4: 6.509537054769616, 5: 26.297571936987158}"
0.6538461538461539,"{0: 20.621390909097745, 1: 45.111184356623916, 2: 31.388490600163824, 3: 22.075714811173498, 4: 26.043994680912462, 5: 20.100755732596756}","{0: 28.558986791181482, 1: 48.51518633234431, 2: 15.94205289947291, 3: 22.17265760523921, 4: 23.660080021267856, 5: 11.521071430826808}","{0: 36.70478661647163, 1: 63.88598734249897, 2: 22.808386324968208, 3: 20.677442121105692, 4: 25.456850575012247, 5: 6.819186536095042}","{0: 31.101731163630344, 1: 58.75630295897848, 2: 43.138317583876066, 3: 27.775446911682433, 4: 30.486857155628176, 5: 35.12320736639304}"
0.6565934065934066,"{0: 66.75347618882707, 1: 116.57740599753006, 2: 67.44517405034811, 3: 62.69211376179127, 4: 92.25579408302451, 5: 85.53123492995265}","{0: 59.20590738833445, 1: 96.61490226929908, 2: 58.706574756051936, 3: 54.49073440595394, 4: 86.50308526053591, 5: 50.47902086448329}","{0: 76.71362442044425, 1: 113.09579193550772, 2: 74.9422121411152, 3: 68.93460862070295, 4: 97.51960839080462, 5: 61.61888709488814}","{0: 46.70166412239811, 1: 116.30444212105022, 2: 74.43311981153396, 3: 65.73998543447432, 4: 88.64855566480553, 5: 75.84499873677477}"
0.6593406593406593,"{0: 90.90405316888287, 1: 144.05605812002796, 2: 74.4046038876728, 3: 80.78123432040454, 4: 100.75253438695033, 5: 120.5521064965097}","{0: 86.15694661910622, 1: 120.08987165262015, 2: 36.31830205775401, 3: 68.98830561656142, 4: 94.41957359383427, 5: 56.50287036513538}","{0: 116.10963647697058, 1: 131.7879716247678, 2: 65.98181386945032, 3: 65.0532460357285, 4: 122.61604068619897, 5: 66.62095434120799}","{0: 88.13758871920919, 1: 143.72781126314194, 2: 30.331435118668907, 3: 27.23042808398068, 4: 73.94986320370032, 5: 83.36506908500358}"
0.6620879120879121,"{0: 141.78828544870336, 1: 159.28589075731077, 2: 125.87248673089671, 3: 123.41383629692145, 4: 140.68298469338018, 5: 133.1382268909664}","{0: 138.30662876336726, 1: 155.17081556805908, 2: 84.71341194424801, 3: 109.04285219493319, 4: 127.5729656545384, 5: 99.25609473840575}","{0: 168.33591699752353, 1: 192.81982090555968, 2: 125.65923131564226, 3: 131.3173264906297, 4: 127.76117584927111, 5: 115.89962823242115}","{0: 118.93811148501175, 1: 186.5030303427912, 2: 120.66127515073516, 3: 115.74567615592001, 4: 125.63499624724129, 5: 155.99796542756948}"
0.6648351648351648,"{0: 108.69128223424839, 1: 182.95831220498638, 2: 88.31230451218204, 3: 107.73635785539061, 4: 121.41847549512721, 5: 147.03443332645006}","{0: 95.68255796116735, 1: 170.91223432254824, 2: 78.81299923451745, 3: 92.37356884734788, 4: 112.9958899900687, 5: 84.45893033523079}","{0: 117.21040308587678, 1: 189.42382498853297, 2: 111.44469701576737, 3: 112.87874140226265, 4: 129.61361926175607, 5: 120.2702979937317}","{0: 77.11362475371938, 1: 182.3486667777658, 2: 102.55279708225864, 3: 85.04858293841349, 4: 109.00780016385056, 5: 157.0473875733318}"
0.6675824175824175,"{0: 36.64813902186614, 1: 70.49041346746627, 2: 34.62864409459788, 3: 46.0342932800941, 4: 52.217640469795185, 5: 54.84637750625023}","{0: 37.48441678477527, 1: 51.51285667133343, 2: 24.9689851084686, 3: 39.713073051537364, 4: 49.8449746376433, 5: 28.20591997120948}","{0: 45.2507496299225, 1: 54.29129783013337, 2: 33.723192804649315, 3: 39.81976156570484, 4: 68.41186463466923, 5: 31.99092467881782}","{0: 29.86821616998276, 1: 81.01623398050393, 2: 44.728852409088425, 3: 32.011355002318055, 4: 51.78246168742981, 5: 64.4851483780574}"
0.6703296703296703,"{0: 2.5556814222711073, 1: 5.4760268976750694, 2: 2.6318953019879836, 3: 3.5325850621552064, 4: 3.458515601359086, 5: 4.496196121888033}","{0: 2.549889928422966, 1: 4.513891751677668, 2: 2.730317703970485, 3: 3.095425878006619, 4: 3.46427567645201, 5: 2.742799389610662}","{0: 3.090668984302029, 1: 7.483293709498409, 2: 3.4173885358864045, 3: 2.923210105182301, 4: 4.385072726862495, 5: 3.3918952042333514}","{0: 3.013346553735239, 1: 5.587870177210782, 2: 4.225990897859563, 3: 2.71214546576357, 4: 3.9880973390778665, 5: 4.825492059140648}"
0.6730769230769231,"{0: 12.447097267301501, 1: 25.599011867204286, 2: 13.466532678371129, 3: 14.623103945867996, 4: 16.78360059606372, 5: 19.672510197803796}","{0: 17.677548579053806, 1: 26.554143109566727, 2: 9.969089136970602, 3: 13.501759234861723, 4: 16.124815898428988, 5: 18.83718862101346}","{0: 15.84464691863898, 1: 39.93770331814039, 2: 14.362657634557827, 3: 15.060983353078804, 4: 17.36632270023463, 5: 18.420826246385474}","{0: 13.754482040648504, 1: 33.87931056332577, 2: 20.027262066458015, 3: 18.22173771616286, 4: 20.476923845909884, 5: 24.39399725250749}"
0.6758241758241759,"{0: 16.63658260503236, 1: 37.82878235240669, 2: 11.132837609267241, 3: 19.148423069832234, 4: 20.46708500141211, 5: 18.633480253743997}","{0: 19.047885040243713, 1: 37.79727676178892, 2: 12.7998765126178, 3: 18.074181452606556, 4: 21.074751189846534, 5: 22.822856473928223}","{0: 15.919123756601083, 1: 53.03349427272812, 2: 13.843791433905425, 3: 18.085700435710702, 4: 20.445028603373085, 5: 20.3003425233728}","{0: 18.984351433239876, 1: 39.633016619798696, 2: 12.522918549078293, 3: 8.869751632050725, 4: 17.61903826342915, 5: 28.4696102466629}"
0.6785714285714286,"{0: 53.13594282948265, 1: 68.15049993777535, 2: 42.700974922076, 3: 38.76892219412915, 4: 54.11590939951534, 5: 41.9955241514018}","{0: 60.367249213877834, 1: 62.21355164046887, 2: 39.410615765596525, 3: 38.62876674878411, 4: 55.533480007652294, 5: 40.06298212749062}","{0: 65.08405695344464, 1: 81.52590287356169, 2: 52.94282539688602, 3: 53.78272955466254, 4: 57.952019271962264, 5: 43.95638525582089}","{0: 41.90232901424174, 1: 51.57605638259124, 2: 43.990939223802, 3: 42.20031353753448, 4: 34.197817638054836, 5: 39.18007198978934}"
0.6813186813186813,"{0: 87.63083300082842, 1: 122.9862436298589, 2: 72.89769691677832, 3: 65.67139509812574, 4: 87.18732255244142, 5: 93.07323919720857}","{0: 90.89462255787419, 1: 99.74174598984204, 2: 56.821526321016556, 3: 52.559437203664174, 4: 83.43321783154114, 5: 49.622620360976875}","{0: 99.79989910388748, 1: 118.08700692440429, 2: 75.26815248571008, 3: 57.48397413330621, 4: 98.46833352169071, 5: 72.3574020371529}","{0: 88.29179203122517, 1: 62.54120207796055, 2: 77.76019994107483, 3: 39.43865380574079, 4: 66.24790877444946, 5: 56.11242972719388}"
0.6840659340659341,"{0: 21.558468860933818, 1: 19.84689793828965, 2: 18.342012335585192, 3: 4.7803489688657095, 4: 5.011554904674952, 5: 14.265990820407588}","{0: 24.585569036063816, 1: 21.126449699221773, 2: 15.926676202642007, 3: 4.8682047208130355, 4: 5.7140882211050625, 5: 14.939616817715448}","{0: 24.133631794826215, 1: 31.683426355873294, 2: 19.155057905121485, 3: 5.37019163882257, 4: 9.548965880483374, 5: 24.647198799896863}","{0: 23.704598725688943, 1: 24.28300464150748, 2: 20.551405943486696, 3: 6.485012357374458, 4: 12.096464145013902, 5: 21.18414213712287}"
0.6868131868131868,"{0: 6.88860771126144, 1: 15.217737397155295, 2: 14.996517460893074, 3: 8.321337705134033, 4: 14.44689966340475, 5: 9.554079288633044}","{0: 6.993192986841439, 1: 14.566749840923668, 2: 14.460862323508435, 3: 9.80305664410405, 4: 11.283183186175672, 5: 8.183144896256698}","{0: 9.1302516539773, 1: 13.793784738966307, 2: 19.916890636427, 3: 9.345705073763815, 4: 18.743218697393605, 5: 8.704962962329418}","{0: 5.261245642175515, 1: 15.977338978755968, 2: 12.625889550341574, 3: 7.614973128418286, 4: 13.304937775581964, 5: 12.233442478474219}"
0.6895604395604396,"{0: 39.15894596879946, 1: 57.337474273550306, 2: 41.006748944864505, 3: 28.466889613278568, 4: 30.565828265566143, 5: 37.39632119442315}","{0: 34.72853096002574, 1: 48.254873136266234, 2: 31.707862260095407, 3: 23.051206380684107, 4: 27.46390770591982, 5: 14.699372759081946}","{0: 44.22644002679013, 1: 54.407947298706816, 2: 41.25253697718805, 3: 26.704451639756925, 4: 37.15387477035003, 5: 27.128114549694352}","{0: 32.19581667292595, 1: 55.513057847263276, 2: 42.061295663212306, 3: 19.01033046530455, 4: 32.64462342104443, 5: 29.13100354958296}"
0.6923076923076923,"{0: 40.8371647685673, 1: 72.11847212861846, 2: 52.611176829446144, 3: 35.85352255814101, 4: 45.88101193349535, 5: 48.19311485244513}","{0: 39.08801469154131, 1: 58.41645388901686, 2: 45.442035540375265, 3: 30.053286931339755, 4: 42.01158451138689, 5: 28.322018697529696}","{0: 51.34898284585344, 1: 74.84817249465517, 2: 66.62149119592483, 3: 41.4658405518932, 4: 56.16190335869907, 5: 43.295669709460576}","{0: 28.518885960601892, 1: 70.87815127672657, 2: 47.76396944324486, 3: 27.16287907399278, 4: 42.4550507152935, 5: 23.919855447414694}"
0.6950549450549449,"{0: 37.41114531658584, 1: 83.40136665216217, 2: 56.817915380401615, 3: 39.61199155307747, 4: 43.98223840801455, 5: 52.565085837338586}","{0: 39.00840469086146, 1: 76.543485571438, 2: 44.70125567945342, 3: 33.43474412501053, 4: 38.248192783400384, 5: 37.182425920285944}","{0: 48.941135983382296, 1: 95.64119048499136, 2: 58.4843755056365, 3: 50.89495473884074, 4: 49.666707781819255, 5: 49.676392120819884}","{0: 48.800239116177295, 1: 82.38181565033682, 2: 65.9829182897932, 3: 44.22049729588096, 4: 47.50365119189134, 5: 53.94935336387639}"
0.6978021978021978,"{0: 100.86764986666122, 1: 161.13096496748307, 2: 103.90920141070278, 3: 86.56694916671474, 4: 111.5064752829014, 5: 122.6979305761921}","{0: 81.04559773737024, 1: 142.54772222467915, 2: 92.74335495556927, 3: 79.8812128452799, 4: 103.48153071771138, 5: 97.17470952961405}","{0: 114.05006932004444, 1: 170.8571917761571, 2: 132.30119769647686, 3: 122.66764517472392, 4: 121.12026893856465, 5: 126.17596627068238}","{0: 67.9976029275767, 1: 147.924222649161, 2: 113.18245559465555, 3: 94.42461497839493, 4: 109.10089027183301, 5: 125.85810909155789}"
0.7005494505494505,"{0: 11.190349971856286, 1: 35.8475875559031, 2: 10.710585053249273, 3: 13.062297801405172, 4: 11.380741534292644, 5: 18.623237204964624}","{0: 13.265956501423327, 1: 30.6270921396429, 2: 13.198026395797044, 3: 12.490856209993451, 4: 10.877828575102717, 5: 9.90097492553736}","{0: 14.174379140370833, 1: 42.31366399917668, 2: 15.698729681563396, 3: 9.839185589605448, 4: 16.472952780189953, 5: 14.04321958444993}","{0: 21.13596810460632, 1: 35.46069537500722, 2: 21.76249531704949, 3: 12.398411727577637, 4: 16.2155859727491, 5: 31.10297059504153}"
0.7032967032967034,"{0: 31.59057840789472, 1: 42.84108038613217, 2: 17.03479259733197, 3: 22.58186490329884, 4: 26.490231195123357, 5: 39.96766912501784}","{0: 27.32477717892374, 1: 36.70574406384307, 2: 14.971025948405087, 3: 20.421092300357348, 4: 21.32186304229993, 5: 32.840823741446194}","{0: 35.33904190678954, 1: 37.547822878939584, 2: 24.138332976771434, 3: 29.861279766896995, 4: 31.36595418513794, 5: 41.52035931085681}","{0: 23.898619985710173, 1: 65.17246030095616, 2: 18.5020787628755, 3: 21.672898094458372, 4: 22.587728727393124, 5: 33.11645996942258}"
0.7060439560439561,"{0: 20.143183177941953, 1: 41.88838881639459, 2: 24.671421309526604, 3: 28.297552174440437, 4: 31.02438892058066, 5: 19.41657677910875}","{0: 21.928922857347718, 1: 35.419805086793964, 2: 26.66835564391289, 3: 26.558603194296126, 4: 27.717704275092107, 5: 16.071240433577074}","{0: 27.963373461441993, 1: 48.01531734580589, 2: 38.923591059613976, 3: 31.866607379704103, 4: 39.34818617615381, 5: 22.91776708937879}","{0: 13.00606165098099, 1: 28.34885800940167, 2: 31.65661087848471, 3: 22.20931221150659, 4: 33.144245319771265, 5: 20.070742459161142}"
